PERSONID,EDUC,LOGWAGE,POTEXPER,TIMETRND,ABILITY,MOTHERED,FATHERED,BRKNHOME,SIBLINGS 
1201,19,1.92,4,12,1.34,18,18,0,2
1201,19,1.91,5,13,1.34,18,18,0,2
1201,19,2.22,6,14,1.34,18,18,0,2
1202,18,2.45,2,6,1.43,18,18,0,2
1202,18,2.7,3,7,1.43,18,18,0,2
1202,18,2.65,4,8,1.43,18,18,0,2
1202,18,2.8,5,9,1.43,18,18,0,2
1202,18,3.25,6,10,1.43,18,18,0,2
1202,18,3.05,7,11,1.43,18,18,0,2
1202,18,3.06,8,12,1.43,18,18,0,2
1202,18,3.15,9,13,1.43,18,18,0,2
1203,15,2.27,3,6,1.42,18,15,0,2
1203,15,2.35,4,7,1.42,18,15,0,2
1203,15,2.4,5,8,1.42,18,15,0,2
1203,15,2.71,6,9,1.42,18,15,0,2
1203,15,2.91,7,10,1.42,18,15,0,2
1203,15,3.72,8,11,1.42,18,15,0,2
1203,15,2.97,9,12,1.42,18,15,0,2
1203,15,3.19,10,13,1.42,18,15,0,2
1203,15,3.08,11,14,1.42,18,15,0,2
1204,16,2.21,3,9,1.17,16,15,0,2
1204,16,2.3,4,10,1.17,16,15,0,2
1204,16,2.31,5,11,1.17,16,15,0,2
1204,16,2.34,6,12,1.17,16,15,0,2
1204,16,2.54,7,13,1.17,16,15,0,2
1204,16,2.84,8,14,1.17,16,15,0,2
1205,14,1.03,5,5,-0.76,14,20,0,3
1205,14,1.18,6,6,-0.76,14,20,0,3
1205,14,0.65,7,7,-0.76,14,20,0,3
1205,14,1.44,10,10,-0.76,14,20,0,3
1205,14,1.58,11,11,-0.76,14,20,0,3
1205,14,1.69,12,12,-0.76,14,20,0,3
1205,14,1.45,13,13,-0.76,14,20,0,3
1205,14,1.47,14,14,-0.76,14,20,0,3
1206,14,1.69,2,4,0.69,12,16,0,2
1206,14,1.67,3,5,0.69,12,16,0,2
1207,9,1.98,9,7,-0.2,12,16,0,2
1207,9,1.67,10,8,-0.2,12,16,0,2
1208,15,2.77,3,2,0.69,13,18,0,2
1208,15,1.72,4,3,0.69,13,18,0,2
1208,15,1.42,6,5,0.69,13,18,0,2
1208,15,2.68,7,6,0.69,13,18,0,2
1208,15,2.63,8,7,0.69,13,18,0,2
1208,15,2.56,9,8,0.69,13,18,0,2
1208,15,2.31,10,9,0.69,13,18,0,2
1208,15,3.01,11,10,0.69,13,18,0,2
1208,15,2.87,12,11,0.69,13,18,0,2
1208,15,2.88,13,12,0.69,13,18,0,2
1208,15,2.91,14,13,0.69,13,18,0,2
1208,15,2.61,15,14,0.69,13,18,0,2
1209,11,1.73,1,2,0.46,13,12,0,2
1209,12,1.43,1,3,0.46,13,12,0,2
1209,13,1.76,1,4,0.46,13,12,0,2
1209,13,1.94,2,5,0.46,13,12,0,2
1209,13,1.96,5,8,0.46,13,12,0,2
1209,13,2.32,6,9,0.46,13,12,0,2
1209,13,2.19,7,10,0.46,13,12,0,2
1209,13,2.1,8,11,0.46,13,12,0,2
1209,13,2.06,9,12,0.46,13,12,0,2
1209,13,2.44,10,13,0.46,13,12,0,2
1209,13,2.32,11,14,0.46,13,12,0,2
1210,15,2.43,2,6,1.54,12,17,0,4
1210,15,2.95,3,7,1.54,12,17,0,4
1210,15,2.97,4,8,1.54,12,17,0,4
1210,15,3.05,5,9,1.54,12,17,0,4
1210,15,3.18,6,10,1.54,12,17,0,4
1210,15,3.32,7,11,1.54,12,17,0,4
1210,15,3.35,8,12,1.54,12,17,0,4
1210,15,3.47,9,13,1.54,12,17,0,4
1210,15,3.42,10,14,1.54,12,17,0,4
1211,12,1.62,1,4,1.27,12,17,0,4
1211,13,1.35,1,5,1.27,12,17,0,4
1211,15,1.39,1,7,1.27,12,17,0,4
1211,15,2.62,3,9,1.27,12,17,0,4
1211,15,2.62,4,10,1.27,12,17,0,4
1211,15,2.57,5,11,1.27,12,17,0,4
1211,15,2.48,6,12,1.27,12,17,0,4
1211,15,2.52,7,13,1.27,12,17,0,4
1211,15,2.6,8,14,1.27,12,17,0,4
1212,20,1.91,5,14,1.94,14,17,0,2
1213,11,1.69,1,2,0.57,14,16,0,1
1213,11,1.67,2,3,0.57,14,16,0,1
1213,11,1.9,3,4,0.57,14,16,0,1
1213,11,2.14,4,5,0.57,14,16,0,1
1213,11,1.75,8,9,0.57,14,16,0,1
1213,11,1.98,9,10,0.57,14,16,0,1
1213,11,2.25,10,11,0.57,14,16,0,1
1213,11,2.42,11,12,0.57,14,16,0,1
1213,11,2.34,12,13,0.57,14,16,0,1
1213,11,2.31,13,14,0.57,14,16,0,1
1214,16,2.68,2,8,1.15,17,14,0,1
1214,16,2.92,3,9,1.15,17,14,0,1
1214,16,2.94,4,10,1.15,17,14,0,1
1214,16,2.89,5,11,1.15,17,14,0,1
1214,16,2.99,6,12,1.15,17,14,0,1
1214,16,3.06,7,13,1.15,17,14,0,1
1214,16,3.08,8,14,1.15,17,14,0,1
1215,11,2.07,1,1,1.51,12,16,0,4
1215,14,1.93,1,4,1.51,12,16,0,4
1215,15,2.42,4,8,1.51,12,16,0,4
1215,15,2.57,5,9,1.51,12,16,0,4
1215,15,2.77,6,10,1.51,12,16,0,4
1215,15,2.64,7,11,1.51,12,16,0,4
1215,15,2.47,8,12,1.51,12,16,0,4
1215,15,2.55,9,13,1.51,12,16,0,4
1215,15,2.66,10,14,1.51,12,16,0,4
1216,15,2.09,6,9,1,12,12,0,0
1216,15,1.94,7,10,1,12,12,0,0
1216,15,1.99,8,11,1,12,12,0,0
1216,15,2.08,9,12,1,12,12,0,0
1216,15,2.37,11,14,1,12,12,0,0
1217,19,2.47,4,7,1.22,14,16,0,3
1217,19,2.87,5,8,1.22,14,16,0,3
1217,19,2.78,6,9,1.22,14,16,0,3
1217,19,3.51,7,10,1.22,14,16,0,3
1217,19,4.09,8,11,1.22,14,16,0,3
1217,19,3.51,9,12,1.22,14,16,0,3
1218,16,3.06,3,9,1.23,15,16,0,3
1218,16,2.94,4,10,1.23,15,16,0,3
1218,16,2.95,5,11,1.23,15,16,0,3
1218,16,2.95,6,12,1.23,15,16,0,3
1218,16,2.98,8,14,1.23,15,16,0,3
1219,15,2.5,7,7,0.98,12,12,1,1
1219,15,2.01,8,8,0.98,12,12,1,1
1219,15,2.08,9,9,0.98,12,12,1,1
1219,15,1.9,11,11,0.98,12,12,1,1
1219,15,1.98,12,12,0.98,12,12,1,1
1219,15,2.1,13,13,0.98,12,12,1,1
1219,15,2.37,14,14,0.98,12,12,1,1
1220,14,1.84,2,6,1.7,12,12,1,1
1220,15,2.01,2,7,1.7,12,12,1,1
1220,15,2.54,6,11,1.7,12,12,1,1
1220,15,2.65,7,12,1.7,12,12,1,1
1220,15,2.61,8,13,1.7,12,12,1,1
1220,15,2.77,9,14,1.7,12,12,1,1
1221,16,1.5,3,7,0.52,16,16,0,1
1221,17,2.11,4,9,0.52,16,16,0,1
1221,17,2,5,10,0.52,16,16,0,1
1221,17,2.24,8,13,0.52,16,16,0,1
1221,17,2.37,9,14,0.52,16,16,0,1
1222,11,1.91,3,1,-1.31,12,16,0,1
1222,11,1.7,9,7,-1.31,12,16,0,1
1222,11,1.82,10,8,-1.31,12,16,0,1
1222,11,1.6,14,12,-1.31,12,16,0,1
1222,11,1.73,15,13,-1.31,12,16,0,1
1222,11,2.09,16,14,-1.31,12,16,0,1
1223,12,1.83,1,0,0.45,13,20,0,4
1223,12,2.22,3,2,0.45,13,20,0,4
1223,12,2.41,5,4,0.45,13,20,0,4
1223,12,2.3,6,5,0.45,13,20,0,4
1223,12,2.49,7,6,0.45,13,20,0,4
1223,12,2.19,8,7,0.45,13,20,0,4
1223,12,1.7,9,8,0.45,13,20,0,4
1223,12,2.77,10,9,0.45,13,20,0,4
1223,12,2.67,11,10,0.45,13,20,0,4
1223,12,2.23,12,11,0.45,13,20,0,4
1223,12,2.31,13,12,0.45,13,20,0,4
1223,12,2.27,14,13,0.45,13,20,0,4
1223,12,2.44,15,14,0.45,13,20,0,4
1224,11,1.6,2,0,0.89,12,12,0,1
1224,14,1.82,3,4,0.89,12,12,0,1
1224,14,1.75,5,6,0.89,12,12,0,1
1224,14,1.68,6,7,0.89,12,12,0,1
1224,14,1.87,7,8,0.89,12,12,0,1
1225,15,2.05,5,10,-0.11,16,16,0,1
1225,15,1.9,7,12,-0.11,16,16,0,1
1225,15,1.25,9,14,-0.11,16,16,0,1
1226,13,1.47,4,4,-1.15,16,16,0,2
1226,13,1.87,5,5,-1.15,16,16,0,2
1226,13,2.91,6,6,-1.15,16,16,0,2
1227,16,1.7,3,7,1.04,16,18,0,2
1227,16,1.63,4,8,1.04,16,18,0,2
1227,16,1.61,7,11,1.04,16,18,0,2
1227,16,2.29,8,12,1.04,16,18,0,2
1227,16,2.23,9,13,1.04,16,18,0,2
1227,16,2.13,10,14,1.04,16,18,0,2
1228,16,1.66,2,9,1.03,16,18,0,2
1228,16,2.63,4,11,1.03,16,18,0,2
1228,16,2.66,5,12,1.03,16,18,0,2
1229,12,2.47,2,1,-0.34,12,11,0,4
1229,12,2.31,6,5,-0.34,12,11,0,4
1229,12,1.97,7,6,-0.34,12,11,0,4
1229,12,2.45,8,7,-0.34,12,11,0,4
1229,12,2.5,9,8,-0.34,12,11,0,4
1229,12,2.34,10,9,-0.34,12,11,0,4
1229,12,1.71,11,10,-0.34,12,11,0,4
1229,12,2.18,12,11,-0.34,12,11,0,4
1229,12,2.11,13,12,-0.34,12,11,0,4
1230,11,1.61,1,1,0.62,12,10,0,2
1230,13,1.75,1,3,0.62,12,10,0,2
1230,14,2.08,1,4,0.62,12,10,0,2
1230,14,2.29,2,5,0.62,12,10,0,2
1230,14,2.51,3,6,0.62,12,10,0,2
1230,14,2.65,4,7,0.62,12,10,0,2
1230,14,2.95,5,8,0.62,12,10,0,2
1230,14,3,6,9,0.62,12,10,0,2
1230,14,3.04,7,10,0.62,12,10,0,2
1230,14,2.96,8,11,0.62,12,10,0,2
1230,14,2.9,9,12,0.62,12,10,0,2
1230,14,3.04,10,13,0.62,12,10,0,2
1230,14,3,11,14,0.62,12,10,0,2
1231,15,3.01,3,3,0.71,14,18,0,1
1231,15,3.2,8,8,0.71,14,18,0,1
1231,15,3.32,9,9,0.71,14,18,0,1
1231,15,3.33,10,10,0.71,14,18,0,1
1231,15,3.34,11,11,0.71,14,18,0,1
1231,15,3.38,12,12,0.71,14,18,0,1
1231,15,3.38,13,13,0.71,14,18,0,1
1231,15,3.33,14,14,0.71,14,18,0,1
1232,12,1.67,1,2,1.06,12,16,0,0
1232,14,2.49,1,4,1.06,12,16,0,0
1232,15,1.62,1,5,1.06,12,16,0,0
1232,15,1.96,2,6,1.06,12,16,0,0
1232,15,2.33,3,7,1.06,12,16,0,0
1232,15,2.69,4,8,1.06,12,16,0,0
1232,15,2.51,5,9,1.06,12,16,0,0
1232,15,2.77,7,11,1.06,12,16,0,0
1232,15,2.52,9,13,1.06,12,16,0,0
1232,15,1.98,10,14,1.06,12,16,0,0
1233,12,2.49,3,2,-0.07,14,14,0,2
1233,12,2.38,4,3,-0.07,14,14,0,2
1233,12,2.61,5,4,-0.07,14,14,0,2
1234,10,1.94,6,0,-1.89,12,8,0,4
1234,10,1.88,7,1,-1.89,12,8,0,4
1234,10,1.66,8,2,-1.89,12,8,0,4
1235,15,1.97,3,5,1.05,16,17,0,2
1235,15,2.86,4,6,1.05,16,17,0,2
1235,15,2.6,5,7,1.05,16,17,0,2
1235,15,2.58,6,8,1.05,16,17,0,2
1235,15,2.93,7,9,1.05,16,17,0,2
1235,15,3.28,8,10,1.05,16,17,0,2
1235,15,3.23,9,11,1.05,16,17,0,2
1235,15,3.24,10,12,1.05,16,17,0,2
1235,15,3.08,11,13,1.05,16,17,0,2
1235,15,3.16,12,14,1.05,16,17,0,2
1236,12,1.7,2,4,-0.01,12,8,0,0
1236,12,1.45,3,5,-0.01,12,8,0,0
1236,12,1.61,4,6,-0.01,12,8,0,0
1236,12,1.77,5,7,-0.01,12,8,0,0
1236,12,2.02,6,8,-0.01,12,8,0,0
1236,12,1.96,7,9,-0.01,12,8,0,0
1236,12,1.99,8,10,-0.01,12,8,0,0
1236,12,1.92,9,11,-0.01,12,8,0,0
1236,12,2.08,10,12,-0.01,12,8,0,0
1236,12,2.24,11,13,-0.01,12,8,0,0
1236,12,2.57,12,14,-0.01,12,8,0,0
1237,12,1.97,5,2,-0.45,12,10,0,4
1237,12,2.86,7,4,-0.45,12,10,0,4
1237,12,2.3,8,5,-0.45,12,10,0,4
1237,12,2.32,9,6,-0.45,12,10,0,4
1237,12,2.56,10,7,-0.45,12,10,0,4
1237,12,2.96,11,8,-0.45,12,10,0,4
1237,12,2.99,12,9,-0.45,12,10,0,4
1237,12,2.84,13,10,-0.45,12,10,0,4
1237,12,1.73,15,12,-0.45,12,10,0,4
1238,12,1.66,7,10,-0.51,12,11,0,3
1238,12,1.2,11,14,-0.51,12,11,0,3
1239,10,2.1,3,3,-0.41,10,12,0,4
1239,10,2.24,4,4,-0.41,10,12,0,4
1239,10,2.33,5,5,-0.41,10,12,0,4
1239,10,2.3,6,6,-0.41,10,12,0,4
1239,10,2.13,7,7,-0.41,10,12,0,4
1239,10,2.11,8,8,-0.41,10,12,0,4
1239,10,2.51,9,9,-0.41,10,12,0,4
1239,10,3.22,10,10,-0.41,10,12,0,4
1239,10,3.21,11,11,-0.41,10,12,0,4
1239,10,2.3,12,12,-0.41,10,12,0,4
1239,10,2.48,13,13,-0.41,10,12,0,4
1239,10,2.61,14,14,-0.41,10,12,0,4
1240,12,2.44,3,0,0.4,12,12,0,2
1240,12,2.47,4,1,0.4,12,12,0,2
1240,12,2.59,5,2,0.4,12,12,0,2
1240,12,2.7,6,3,0.4,12,12,0,2
1240,12,2.67,7,4,0.4,12,12,0,2
1240,12,2.59,8,5,0.4,12,12,0,2
1240,12,2.74,9,6,0.4,12,12,0,2
1240,12,2.76,10,7,0.4,12,12,0,2
1240,12,2.64,11,8,0.4,12,12,0,2
1240,12,2.69,12,9,0.4,12,12,0,2
1240,12,2.64,13,10,0.4,12,12,0,2
1240,12,2.65,14,11,0.4,12,12,0,2
1240,12,2.73,15,12,0.4,12,12,0,2
1240,12,2.85,16,13,0.4,12,12,0,2
1240,12,2.65,17,14,0.4,12,12,0,2
1241,11,2.11,5,4,-1.49,6,12,1,2
1241,12,0.98,6,6,-1.49,6,12,1,2
1241,12,2.03,7,7,-1.49,6,12,1,2
1241,12,2.14,8,8,-1.49,6,12,1,2
1241,12,2.36,9,9,-1.49,6,12,1,2
1241,12,2.31,11,11,-1.49,6,12,1,2
1242,11,1.12,3,5,-0.87,6,12,1,2
1242,11,1.2,5,7,-0.87,6,12,1,2
1242,11,0.97,6,8,-0.87,6,12,1,2
1242,11,0.99,7,9,-0.87,6,12,1,2
1242,11,1.49,8,10,-0.87,6,12,1,2
1243,11,2.07,4,1,-1.95,15,18,1,2
1243,11,2.3,5,2,-1.95,15,18,1,2
1243,11,1.98,7,4,-1.95,15,18,1,2
1243,11,2.47,12,9,-1.95,15,18,1,2
1243,11,1.74,14,11,-1.95,15,18,1,2
1244,10,1.7,2,2,-0.62,16,16,0,1
1244,12,1.58,2,4,-0.62,16,16,0,1
1244,12,1.29,3,5,-0.62,16,16,0,1
1244,12,1.89,4,6,-0.62,16,16,0,1
1244,12,1.55,5,7,-0.62,16,16,0,1
1244,12,1.99,6,8,-0.62,16,16,0,1
1244,12,1.97,7,9,-0.62,16,16,0,1
1244,12,2.01,8,10,-0.62,16,16,0,1
1244,12,2.37,9,11,-0.62,16,16,0,1
1244,12,2.48,10,12,-0.62,16,16,0,1
1244,12,2.4,11,13,-0.62,16,16,0,1
1244,12,2.51,12,14,-0.62,16,16,0,1
1245,9,1.69,3,1,-0.62,11,4,1,4
1245,9,1.85,4,2,-0.62,11,4,1,4
1245,9,2.01,5,3,-0.62,11,4,1,4
1245,9,1.98,6,4,-0.62,11,4,1,4
1245,9,1.86,7,5,-0.62,11,4,1,4
1245,9,2.13,9,7,-0.62,11,4,1,4
1245,9,1.99,10,8,-0.62,11,4,1,4
1245,9,2.3,12,10,-0.62,11,4,1,4
1245,9,1.97,13,11,-0.62,11,4,1,4
1245,9,2.05,14,12,-0.62,11,4,1,4
1245,9,2.09,16,14,-0.62,11,4,1,4
1246,12,2.22,2,2,0.95,12,12,1,2
1246,12,1.62,3,3,0.95,12,12,1,2
1246,12,1.76,4,4,0.95,12,12,1,2
1246,12,1.9,5,5,0.95,12,12,1,2
1246,12,2.04,6,6,0.95,12,12,1,2
1246,12,2.28,7,7,0.95,12,12,1,2
1246,12,2.52,8,8,0.95,12,12,1,2
1246,12,2.5,10,10,0.95,12,12,1,2
1246,12,2.47,11,11,0.95,12,12,1,2
1246,12,2.35,12,12,0.95,12,12,1,2
1246,12,2.39,13,13,0.95,12,12,1,2
1246,12,2.38,14,14,0.95,12,12,1,2
1247,12,1.8,3,6,-0.53,12,12,0,5
1247,12,1.89,4,7,-0.53,12,12,0,5
1247,12,2.34,5,8,-0.53,12,12,0,5
1247,12,2.29,7,10,-0.53,12,12,0,5
1247,12,2.59,8,11,-0.53,12,12,0,5
1247,12,2.7,9,12,-0.53,12,12,0,5
1247,12,2.75,10,13,-0.53,12,12,0,5
1248,12,0.93,8,7,0.51,14,14,0,3
1248,12,2.55,9,8,0.51,14,14,0,3
1248,12,2.4,10,9,0.51,14,14,0,3
1248,12,2.73,11,10,0.51,14,14,0,3
1248,12,2.41,12,11,0.51,14,14,0,3
1248,12,2.81,13,12,0.51,14,14,0,3
1248,12,3.02,14,13,0.51,14,14,0,3
1248,12,3.57,15,14,0.51,14,14,0,3
1249,9,1.89,8,7,-0.14,9,12,0,3
1249,9,2.14,9,8,-0.14,9,12,0,3
1249,9,2.29,10,9,-0.14,9,12,0,3
1249,9,2.49,11,10,-0.14,9,12,0,3
1249,9,3.18,12,11,-0.14,9,12,0,3
1249,9,2.66,13,12,-0.14,9,12,0,3
1249,9,2.87,14,13,-0.14,9,12,0,3
1249,9,2.86,15,14,-0.14,9,12,0,3
1250,12,1.6,3,6,-0.37,12,14,0,3
1250,12,2.13,6,9,-0.37,12,14,0,3
1250,12,2.46,7,10,-0.37,12,14,0,3
1250,12,2.91,9,12,-0.37,12,14,0,3
1251,9,2.07,6,1,-1.27,9,10,0,7
1251,9,2.07,7,2,-1.27,9,10,0,7
1251,9,1.88,8,3,-1.27,9,10,0,7
1251,9,2.25,9,4,-1.27,9,10,0,7
1251,9,2.32,10,5,-1.27,9,10,0,7
1251,9,2.04,11,6,-1.27,9,10,0,7
1251,9,2.1,12,7,-1.27,9,10,0,7
1251,9,2.21,13,8,-1.27,9,10,0,7
1251,9,2.14,14,9,-1.27,9,10,0,7
1251,9,2.07,15,10,-1.27,9,10,0,7
1251,9,2.16,16,11,-1.27,9,10,0,7
1251,9,2.33,17,12,-1.27,9,10,0,7
1251,9,2.32,18,13,-1.27,9,10,0,7
1251,9,2.22,19,14,-1.27,9,10,0,7
1252,11,2.01,3,0,0.43,7,7,0,5
1252,11,2.01,4,1,0.43,7,7,0,5
1252,11,3.79,6,3,0.43,7,7,0,5
1252,11,2.37,9,6,0.43,7,7,0,5
1252,11,2.81,10,7,0.43,7,7,0,5
1252,11,3,11,8,0.43,7,7,0,5
1252,11,2.76,14,11,0.43,7,7,0,5
1252,11,2.58,15,12,0.43,7,7,0,5
1252,11,2.05,17,14,0.43,7,7,0,5
1253,13,1.9,2,5,0.46,14,13,0,2
1253,13,1.89,3,6,0.46,14,13,0,2
1253,13,1.11,4,7,0.46,14,13,0,2
1253,13,2.04,5,8,0.46,14,13,0,2
1253,13,2.36,7,10,0.46,14,13,0,2
1253,13,2.9,8,11,0.46,14,13,0,2
1253,13,2.8,9,12,0.46,14,13,0,2
1253,13,2.9,10,13,0.46,14,13,0,2
1253,13,2.61,11,14,0.46,14,13,0,2
1254,17,3.27,3,11,1.15,13,17,0,2
1254,17,3,4,12,1.15,13,17,0,2
1254,17,2.63,5,13,1.15,13,17,0,2
1254,17,2.78,6,14,1.15,13,17,0,2
1255,15,1.97,5,7,1.05,12,14,0,1
1255,15,2.41,7,9,1.05,12,14,0,1
1255,15,2.53,8,10,1.05,12,14,0,1
1255,15,2.57,9,11,1.05,12,14,0,1
1255,15,2.55,10,12,1.05,12,14,0,1
1255,15,2.54,11,13,1.05,12,14,0,1
1255,15,2.49,12,14,1.05,12,14,0,1
1256,13,1.69,1,4,1.08,14,16,1,2
1256,14,1.66,1,5,1.08,14,16,1,2
1256,16,2.4,3,9,1.08,14,16,1,2
1256,16,2.97,4,10,1.08,14,16,1,2
1256,16,2.83,5,11,1.08,14,16,1,2
1256,16,2.84,6,12,1.08,14,16,1,2
1256,16,2.97,7,13,1.08,14,16,1,2
1256,16,3.64,8,14,1.08,14,16,1,2
1257,17,2.04,2,8,1.22,12,9,0,3
1257,17,2.51,5,11,1.22,12,9,0,3
1257,17,2.62,6,12,1.22,12,9,0,3
1257,17,2.75,7,13,1.22,12,9,0,3
1257,17,2.72,8,14,1.22,12,9,0,3
1258,9,1.4,8,5,0.01,12,12,0,2
1258,9,2.48,9,6,0.01,12,12,0,2
1258,9,2.45,10,7,0.01,12,12,0,2
1258,9,2.3,11,8,0.01,12,12,0,2
1258,9,1.81,12,9,0.01,12,12,0,2
1258,9,1.44,13,10,0.01,12,12,0,2
1258,9,2.56,15,12,0.01,12,12,0,2
1258,9,0.99,17,14,0.01,12,12,0,2
1259,12,2.03,5,7,0.94,12,12,0,2
1259,12,2.04,6,8,0.94,12,12,0,2
1259,12,2.21,7,9,0.94,12,12,0,2
1259,12,2.75,8,10,0.94,12,12,0,2
1259,12,2.76,9,11,0.94,12,12,0,2
1259,12,3.26,10,12,0.94,12,12,0,2
1259,12,2.58,11,13,0.94,12,12,0,2
1259,12,3.18,12,14,0.94,12,12,0,2
1260,12,2,3,6,1.11,12,12,0,1
1260,12,2.16,4,7,1.11,12,12,0,1
1260,12,2.22,5,8,1.11,12,12,0,1
1260,12,1.96,6,9,1.11,12,12,0,1
1260,12,1.91,7,10,1.11,12,12,0,1
1260,12,2.08,8,11,1.11,12,12,0,1
1260,12,2.22,9,12,1.11,12,12,0,1
1260,12,2.01,10,13,1.11,12,12,0,1
1260,12,2.45,11,14,1.11,12,12,0,1
1261,12,2.07,8,8,0.26,10,12,0,7
1261,12,2.04,9,9,0.26,10,12,0,7
1261,12,2.31,10,10,0.26,10,12,0,7
1261,12,2.31,11,11,0.26,10,12,0,7
1261,12,2.25,12,12,0.26,10,12,0,7
1261,12,2.05,13,13,0.26,10,12,0,7
1261,12,2.07,14,14,0.26,10,12,0,7
1262,16,1.94,7,7,0.79,12,12,0,1
1262,16,2.32,8,8,0.79,12,12,0,1
1262,16,2.3,9,9,0.79,12,12,0,1
1262,16,2.52,10,10,0.79,12,12,0,1
1262,16,2.34,11,11,0.79,12,12,0,1
1262,16,2.35,12,12,0.79,12,12,0,1
1262,16,2.39,13,13,0.79,12,12,0,1
1262,16,2.38,14,14,0.79,12,12,0,1
1263,15,1.76,2,5,-0.15,12,12,0,2
1263,15,2.45,4,7,-0.15,12,12,0,2
1263,15,2.81,5,8,-0.15,12,12,0,2
1263,15,3,6,9,-0.15,12,12,0,2
1263,15,2.5,7,10,-0.15,12,12,0,2
1263,15,2.51,8,11,-0.15,12,12,0,2
1263,15,2.75,9,12,-0.15,12,12,0,2
1264,13,2.32,3,0,0.48,15,14,0,1
1264,13,2.4,4,1,0.48,15,14,0,1
1264,13,2.54,5,2,0.48,15,14,0,1
1264,13,3.07,6,3,0.48,15,14,0,1
1264,13,3.04,7,4,0.48,15,14,0,1
1264,13,3.15,8,5,0.48,15,14,0,1
1264,13,3.25,9,6,0.48,15,14,0,1
1264,13,3.37,10,7,0.48,15,14,0,1
1264,13,3.39,11,8,0.48,15,14,0,1
1264,13,3.31,12,9,0.48,15,14,0,1
1264,13,3.62,13,10,0.48,15,14,0,1
1264,13,3.52,14,11,0.48,15,14,0,1
1264,13,3.51,15,12,0.48,15,14,0,1
1264,13,3.68,16,13,0.48,15,14,0,1
1264,13,4.08,17,14,0.48,15,14,0,1
1265,12,1.8,3,5,0.11,12,7,0,1
1265,12,1.96,4,6,0.11,12,7,0,1
1265,12,1.83,5,7,0.11,12,7,0,1
1265,12,2.2,6,8,0.11,12,7,0,1
1265,12,2.11,7,9,0.11,12,7,0,1
1265,12,2.06,8,10,0.11,12,7,0,1
1265,12,1.99,9,11,0.11,12,7,0,1
1265,12,2.03,10,12,0.11,12,7,0,1
1265,12,2.42,11,13,0.11,12,7,0,1
1265,12,2.33,12,14,0.11,12,7,0,1
1266,9,2.07,3,2,-1.55,12,12,0,2
1266,9,1.99,5,4,-1.55,12,12,0,2
1266,9,2.02,6,5,-1.55,12,12,0,2
1266,9,2.3,7,6,-1.55,12,12,0,2
1266,9,2.24,8,7,-1.55,12,12,0,2
1266,9,2.12,9,8,-1.55,12,12,0,2
1266,9,2.14,10,9,-1.55,12,12,0,2
1266,9,2.19,11,10,-1.55,12,12,0,2
1266,9,2.29,12,11,-1.55,12,12,0,2
1266,9,2.44,13,12,-1.55,12,12,0,2
1266,9,2.7,14,13,-1.55,12,12,0,2
1266,9,2.62,15,14,-1.55,12,12,0,2
1267,12,2,2,1,-0.42,12,8,1,2
1267,12,1.98,3,2,-0.42,12,8,1,2
1267,12,2.2,4,3,-0.42,12,8,1,2
1267,12,1.99,5,4,-0.42,12,8,1,2
1267,12,2.25,6,5,-0.42,12,8,1,2
1267,12,2.34,7,6,-0.42,12,8,1,2
1267,12,2.46,8,7,-0.42,12,8,1,2
1267,12,1.27,10,9,-0.42,12,8,1,2
1268,12,1.54,2,3,0.97,12,17,0,0
1268,12,1.98,3,4,0.97,12,17,0,0
1268,12,1.66,4,5,0.97,12,17,0,0
1268,12,1.61,5,6,0.97,12,17,0,0
1268,12,2.18,6,7,0.97,12,17,0,0
1268,12,2.43,7,8,0.97,12,17,0,0
1268,12,2.97,8,9,0.97,12,17,0,0
1268,12,1.81,9,10,0.97,12,17,0,0
1268,12,2.7,10,11,0.97,12,17,0,0
1268,12,2.26,13,14,0.97,12,17,0,0
1269,11,2.7,4,2,-0.04,10,8,0,5
1269,11,1.78,6,4,-0.04,10,8,0,5
1269,11,1.87,8,6,-0.04,10,8,0,5
1269,11,2.09,9,7,-0.04,10,8,0,5
1269,11,2.01,10,8,-0.04,10,8,0,5
1269,11,1.92,11,9,-0.04,10,8,0,5
1269,11,1.91,12,10,-0.04,10,8,0,5
1269,11,1.93,13,11,-0.04,10,8,0,5
1269,11,2.13,14,12,-0.04,10,8,0,5
1269,11,2.26,15,13,-0.04,10,8,0,5
1269,11,2.46,16,14,-0.04,10,8,0,5
1270,12,1.84,2,4,1.02,16,17,1,1
1270,15,2.16,5,10,1.02,16,17,1,1
1270,15,2.22,6,11,1.02,16,17,1,1
1270,15,2.5,7,12,1.02,16,17,1,1
1270,15,2.45,8,13,1.02,16,17,1,1
1270,15,2.6,9,14,1.02,16,17,1,1
1271,12,2.01,3,3,-1.83,12,7,1,4
1271,12,1.53,8,8,-1.83,12,7,1,4
1271,12,2.1,9,9,-1.83,12,7,1,4
1271,12,1.07,10,10,-1.83,12,7,1,4
1271,12,2.34,11,11,-1.83,12,7,1,4
1271,12,1.74,12,12,-1.83,12,7,1,4
1271,12,2.07,13,13,-1.83,12,7,1,4
1272,10,1.65,2,2,0.39,11,8,0,0
1272,11,1.61,2,3,0.39,11,8,0,0
1272,12,1.62,2,4,0.39,11,8,0,0
1272,12,1.99,3,5,0.39,11,8,0,0
1272,12,2.63,4,6,0.39,11,8,0,0
1272,12,2.59,5,7,0.39,11,8,0,0
