lfp,hours,kidslt6,kidsge6,age,educ,wage,repwage,hushrs,husage,huseduc,huswage,faminc,mtr,motheduc,fatheduc,unem,city,exper,nwifeinc,lwage,expersq
1,1330,0,2,36,17,6.7669001,4.5,3390,38,12,6.0531001,35500,0.55150002,7,7,14,0,3,26.500019,1.912043,9
1,1350,0,4,37,8,1.7407,2.0999999,2400,41,12,5,15100,0.75150001,7,7,3,0,4,12.75006,0.55428731,16
1,480,0,4,39,12,2.5,0,1640,40,11,7.6829,14100,0.75150001,7,9,3,0,21,12.9,0.91629082,441
1,1984,1,3,36,11,4.4858999,3.26,1656,38,8,6.0386,19600,0.72149998,7,3,14,0,10,10.69998,1.500939,100
1,1944,0,2,49,12,2.572,2.7,1920,53,16,5.8509998,19434,0.72149998,7,7,5,1,13,14.43403,0.94468379,169
1,50,1,1,45,12,3.46,5,1780,46,10,6.7416,23882,0.72149998,7,7,9.5,1,9,23.709,1.241269,81
1,460,2,0,32,17,4.7825999,0,1850,31,17,8.1080999,17300,0.72149998,7,7,7.5,0,14,15.1,1.564984,196
1,680,0,5,36,10,2.3118,0,3430,43,12,5.3060999,19772,0.72149998,7,7,7.5,0,2,18.19998,0.83802652,4
1,2450,0,1,40,12,5.3060999,6.5,2008,40,8,7.2708998,35641,0.62150002,7,7,5,1,21,22.64106,1.668857,441
1,2144,0,2,43,13,5.8674998,0,2140,43,11,8.1775999,34220,0.58149999,7,7,7.5,1,22,21.640079,1.769429,484
1,1760,0,1,33,12,3.4091001,3.21,3380,34,12,7.1005998,30000,0.58149999,12,16,11,1,14,23.999981,1.2264481,196
1,490,0,1,30,12,4.0816002,2.46,2430,33,11,6.5844002,18000,0.69150001,12,12,7.5,1,7,16.000019,1.406489,49
0,0,0,1,49,12,,0,2550,54,15,7.8529,21025,0.66149998,14,12,7.5,1,2,21.025,,4
0,0,2,0,30,16,,0,1928,34,16,11.929,23600,0.66149998,14,7,9.5,1,5,23.6,,25
0,0,1,0,30,12,,0,1100,39,17,18,22800,0.66149998,12,12,7.5,0,12,22.799999,,144
0,0,0,4,41,12,,0,3193,40,16,10.022,35910,0.58149999,7,7,7.5,1,1,35.91,,1
0,0,0,1,45,12,,0,2250,46,16,9.3332996,21700,0.66149998,7,7,5,1,12,21.700001,,144
0,0,0,5,43,12,,0,2012,44,13,6.085,21823,0.75150001,7,7,7.5,1,4,21.823,,16
0,0,0,1,42,13,,0,3856,46,15,5.7054,31000,0.66149998,10,7,11,1,9,31,,81
0,0,0,0,60,12,,0,1645,58,12,9.1184998,15300,0.72149998,7,7,7.5,1,9,15.3,,81
0,0,0,0,57,12,,0,1554,57,12,7.2072001,12925,0.72149998,9,3,7.5,1,6,12.925,,36
0,0,0,2,38,10,,0,2352,41,8,5.3146,15830,0.75150001,12,7,5,0,5,15.83,,25
0,0,0,0,56,12,,0,1980,58,12,8.2827997,30200,0.69150001,12,12,7.5,1,5,30.200001,,25
0,0,0,3,32,12,,0,2352,37,7,7.0577998,16600,0.72149998,10,7,5,0,8,16.6,,64
0,0,0,1,49,7,,0,1784,58,6,6.1659002,11000,0.75150001,7,7,7.5,1,2,11,,4
0,0,0,0,55,12,,0,2500,58,12,2.7,15000,0.72149998,7,10,3,0,6,15,,36
0,0,1,1,36,9,,0,2088,39,14,7.6627998,20528,0.72149998,7,7,11,0,0,20.528,,0
0,0,0,3,44,12,,0,4640,50,12,1.8491,13126,0.75150001,9,9,14,0,3,13.126,,9
0,0,0,1,44,10,,0,3900,60,12,3.8462,15550,0.72149998,7,14,7.5,1,7,15.55,,49
0,0,1,2,35,14,,0,1988,34,17,9.0543003,18010,0.72149998,3,12,7.5,1,3,18.01,,9
0,0,2,3,44,14,,0,1920,45,10,9.375,18874,0.72149998,10,10,14,0,10,18.874001,,100
0,0,0,1,45,12,,0,2400,45,12,8.3332996,24800,0.66149998,12,12,14,1,3,24.799999,,9
0,0,1,0,34,12,,0,1867,38,12,9.3732996,17500,0.69150001,12,17,5,1,2,17.5,,4
0,0,2,0,30,17,,0,3570,32,17,4.4818001,16150,0.72149998,12,12,7.5,1,12,16.15,,144
0,0,0,1,39,8,,0,2805,44,12,5.3476,15189,0.72149998,7,3,3,0,15,15.189,,225
0,0,0,2,36,12,,0,1110,39,15,3.2026999,6000,0.78149998,7,7,14,0,5,6,,25
0,0,0,2,38,17,,0,2695,42,16,12.801,37250,0.55150002,10,12,9.5,1,4,37.25,,16
0,0,0,0,53,12,,0,1950,54,16,6.9102998,27760,0.62150002,10,10,7.5,1,10,27.76,,100
0,0,0,2,36,12,,0,2128,42,12,4.2293,9090,0.77149999,7,7,3,0,1,9.0900002,,1
0,0,1,1,32,12,,0,3260,31,12,4.4478998,14500,0.72149998,12,7,7.5,1,8,14.5,,64
0,0,0,3,51,9,,0,1987,51,12,8.0523005,19700,0.72149998,7,7,14,1,20,19.700001,,400
0,0,0,0,38,11,,0,2185,46,11,7.5057001,16788,0.69150001,10,7,14,1,4,16.788,,16
0,0,2,0,33,12,,0,2475,36,12,7.4747,18520,0.69150001,10,10,11,1,7,18.52,,49
0,0,0,0,54,12,,0,2610,53,12,6.3218002,20950,0.69150001,16,10,9.5,1,10,20.950001,,100
0,0,0,3,38,9,,0,1920,44,12,2.1354001,7574,0.80150002,7,3,11,0,3,7.5739999,,9
0,0,2,2,30,11,,0,2352,31,14,4.2091999,10027,0.77149999,7,7,3,0,5,10.027,,25
0,0,2,3,34,12,,0,3160,30,12,0.75950003,5000,0.94150001,12,12,7.5,0,10,5,,100
0,0,0,1,34,9,,0,1040,37,13,4.8077002,7040,0.79149997,12,7,3,0,0,7.04,,0
0,0,0,2,50,12,,0,3120,49,12,12.788,40800,0.52149999,10,7,7.5,1,3,40.799999,,9
0,0,2,0,30,17,,0,2240,30,16,7.1429,16050,0.72149998,12,12,11,0,10,16.049999,,100
0,0,0,2,38,12,,0,1980,42,16,15.152,33100,0.58149999,10,7,11,1,2,33.099998,,4
0,0,0,0,54,14,,0,1960,58,14,7.9081998,33856,0.72149998,12,12,9.5,1,10,33.855999,,100
0,0,1,2,30,12,,3,2940,31,17,6.9727998,20500,0.69150001,12,12,7.5,1,4,20.5,,16
0,0,0,0,55,12,,0,2467,56,11,4.9180999,28600,0.58149999,7,7,5,1,0,28.6,,0
0,0,0,1,51,10,,0,2256,56,12,8.3112001,18750,0.69150001,10,10,11,0,10,18.75,,100
0,0,0,1,44,12,,0,1680,46,12,7.1429,20300,0.72149998,7,7,9.5,1,5,20.299999,,25
0,0,0,0,53,12,,0,2250,55,12,5.6889,13420,0.72149998,7,7,5,0,0,13.42,,0
0,0,0,2,42,10,,0,2400,49,9,7.0833001,18400,0.72149998,3,3,5,0,0,18.4,,0
0,0,0,2,38,12,,0,2196,42,11,5.6922002,16682,0.72149998,10,7,7.5,0,19,16.681999,,361
0,0,1,3,38,13,,0,2400,40,12,11.4,32685,0.62150002,7,7,7.5,1,2,32.685001,,4
0,0,1,4,41,12,,0,3825,41,11,1.4152,7050,0.80150002,3,3,9.5,1,12,7.0500002,,144
0,0,0,3,35,8,,0,2860,44,9,2.7507,10867,0.78149998,12,7,9.5,1,5,10.867,,25
0,0,1,2,33,12,,2.75,2750,34,12,6.6181998,18220,0.72149998,12,12,9.5,1,5,18.219999,,25
0,0,0,0,48,13,,0,2103,50,16,9.2725,26613,0.69150001,7,7,7.5,0,5,26.613001,,25
0,0,0,0,47,12,,0,1880,51,12,12.287,25000,0.62150002,12,10,7.5,1,10,25,,100
0,0,0,5,34,12,,0,3185,41,13,2.8548999,15700,0.75150001,7,7,7.5,1,0,15.7,,0
0,0,2,1,33,13,,0,2677,37,17,7.9709001,40250,0.52149999,12,10,5,1,4,40.25,,16
0,0,3,1,31,13,,0,3600,36,17,19.444,73600,0.44150001,12,16,11,0,3,73.599998,,9
0,0,0,0,58,8,,0,4334,58,8,1.4806,10592,0.75150001,12,7,7.5,1,2,10.592,,4
0,0,0,0,49,12,,0,2874,52,8,1.8918,8000,0.75150001,7,7,3,0,1,8,,1
0,0,0,1,55,8,,0,1936,56,9,6.9215002,13400,0.72149998,7,3,7.5,1,0,13.4,,0
0,0,0,0,44,14,,1.5,1964,49,8,10.692,23700,0.66149998,12,12,14,1,1,23.700001,,1
0,0,0,0,44,9,,0,1900,48,8,9.9474001,18900,0.69150001,7,7,11,1,1,18.9,,1
0,0,0,3,36,16,,0,2500,37,17,19,48300,0.46149999,7,12,9.5,1,6,48.299999,,36
0,0,0,3,38,12,,0,3173,46,14,7.4882002,24470,0.66149998,14,14,9.5,1,12,24.469999,,144
0,0,0,3,37,16,,0,2916,38,17,9.2589998,28630,0.62150002,16,7,7.5,1,6,28.629999,,36
0,0,0,0,47,12,,0,2208,51,12,11.322,25320,0.62150002,12,7,5,1,9,25.32,,81
0,0,0,3,47,12,,0,2094,47,10,6.447,13530,0.75150001,12,10,7.5,1,14,13.53,,196
0,0,1,1,32,12,,0,2250,33,12,6.5777998,14800,0.72149998,7,7,9,1,13,14.8,,169
0,0,1,2,43,12,,0,2000,46,12,6.0999999,17400,0.75150001,12,7,7.5,0,8,17.4,,64
0,0,1,4,42,11,,0,2600,48,10,4.2308002,15980,0.78149998,10,10,3,0,0,15.98,,0
0,0,0,0,56,12,,0,4368,57,8,2.217,16576,0.72149998,7,7,7.5,0,1,16.576,,1
0,0,0,5,38,13,,2.25,3068,40,16,6.5188999,21850,0.69150001,12,7,11,1,3,21.85,,9
0,0,0,2,52,12,,0,2218,51,11,6.4923,14600,0.72149998,7,7,14,1,13,14.6,,169
0,0,0,0,50,12,,0,1848,56,12,11.364,21600,0.66149998,12,12,7.5,1,3,21.6,,9
0,0,0,0,33,16,,0,2430,33,17,9.8765001,24000,0.66149998,12,12,7.5,1,8,24,,64
0,0,0,2,44,16,,0,2640,44,17,7.6575999,20883,0.69150001,7,7,7.5,1,8,20.882999,,64
0,0,0,1,41,12,,0,2108,42,16,8.3016996,19500,0.69150001,7,7,14,0,18,19.5,,324
0,0,0,1,45,12,,0,1998,45,12,14.114,42800,0.62150002,14,12,11,1,2,42.799999,,4
0,0,0,0,53,14,,0,2500,55,16,16,41500,0.52149999,7,7,7.5,0,3,41.5,,9
0,0,0,0,53,14,,0,1665,56,17,11.291,18965,0.69150001,12,12,14,1,5,18.965,,25
0,0,0,1,42,12,,0,2990,46,12,2.3395,16100,0.72149998,12,10,9.5,1,2,16.1,,4
0,0,2,0,32,13,,0,1795,35,16,7.7993999,14700,0.72149998,12,17,7.5,1,10,14.7,,100
0,0,0,0,56,12,,0,2500,53,12,6,18800,0.72149998,7,7,7.5,1,30,18.799999,,900
0,0,1,3,37,11,,0,2205,40,11,6.6893001,14750,0.75150001,10,7,11,1,1,14.75,,1
0,0,1,2,40,12,,0,2460,42,14,8.5366001,21000,0.69150001,12,7,14,1,5,21,,25
0,0,0,3,54,15,,0,1880,55,16,13.83,35400,0.62150002,0,7,7.5,1,8,35.400002,,64
0,0,0,0,53,7,,0,3481,53,9,1.48,10700,0.75150001,7,7,7.5,0,0,10.7,,0
0,0,0,1,48,12,,0,2450,51,12,8.5713997,24500,0.66149998,7,7,9.5,1,4,24.5,,16
0,0,1,2,36,12,,0,2062,38,14,8.2299004,17045,0.72149998,7,7,9.5,1,2,17.045,,4
0,0,0,0,57,12,,0,2146,52,14,8.3877001,18800,0.69150001,7,7,7.5,1,30,18.799999,,900
0,0,0,0,51,12,,0,1575,49,7,7.3650999,14000,0.72149998,10,7,14,1,25,14,,625
0,0,0,4,33,13,,0,3096,37,12,3.4414999,18214,0.72149998,7,0,3,0,3,18.214001,,9
0,0,0,0,52,12,,0,3280,49,11,3.3536999,20177,0.75150001,7,7,7.5,1,20,20.177,,400
0,0,0,0,56,10,,0,1680,60,8,2.9762001,8300,0.78149998,0,7,7.5,1,20,8.3000002,,400
0,0,1,2,36,12,,0,2625,38,11,5.1810002,14200,0.75150001,14,9,7.5,1,0,14.2,,0
0,0,1,0,36,14,,0,1846,50,16,10.293,21768,0.69150001,12,12,7.5,0,15,21.768,,225
0,0,0,1,46,12,,0,2178,47,10,13.243,29553,0.58149999,10,7,14,1,10,29.552999,,100
0,0,0,3,31,10,,0,960,33,9,3.6458001,4350,0.94150001,7,7,7.5,0,4,4.3499999,,16
0,0,0,0,52,11,,0,2210,51,12,10.407,24000,0.66149998,7,7,11,1,3,24,,9
0,0,0,2,46,12,,0,2192,55,12,8.2117004,18300,0.69150001,7,7,7.5,1,10,18.299999,,100
0,0,2,0,35,12,,0,1960,44,16,8.6735001,17200,0.72149998,7,3,7.5,1,9,17.200001,,81
0,0,0,0,59,12,,0,1920,56,10,8.3207998,16476,0.69150001,7,7,14,0,7,16.476,,49
0,0,0,1,36,8,,0,2286,40,12,4.2870002,13400,0.75150001,0,0,14,0,12,13.4,,144
0,0,1,3,51,7,,0,2000,52,7,10.5,44988,0.52149999,3,3,14,0,0,44.987999,,0
0,0,1,0,31,16,,0,2256,31,12,7.9787002,18200,0.69150001,12,12,9,1,16,18.200001,,256
0,0,0,2,31,14,,0,2370,36,17,11.814,28000,0.62150002,12,12,14,1,4,28,,16
0,0,1,1,32,12,,0,1800,39,13,6.1111002,11550,0.75150001,12,12,7.5,1,7,11.55,,49
0,0,1,2,35,16,,0,2250,38,16,12.578,28450,0.62150002,12,7,14,1,7,28.450001,,49
0,0,0,3,40,12,,4.0999999,1080,43,12,11.244,15096,0.75150001,7,10,7.5,1,14,15.096,,196
0,0,1,2,33,10,,0,2840,38,12,2.7407999,8009,0.78149998,7,7,14,0,2,8.0089998,,4
0,0,0,0,54,7,,0,2250,52,11,4.4443998,10040,0.75150001,0,0,3,1,20,10.04,,400
0,0,1,1,36,12,,0,2746,37,12,5.8267002,16700,0.72149998,12,12,7.5,1,5,16.700001,,25
0,0,0,1,50,10,,0,2300,60,8,2.3478,8400,0.78149998,12,7,3,0,10,8.3999996,,100
0,0,0,0,54,8,,0,2860,49,8,4.4755001,13000,0.72149998,0,0,3,0,20,13,,400
0,0,0,1,48,11,,0,1765,49,12,8.4986,17970,0.72149998,7,7,7.5,1,10,17.969999,,100
0,0,0,4,41,15,,0,2520,42,16,7.1824999,18450,0.72149998,14,17,5,0,8,18.450001,,64
0,0,0,4,50,12,,0,2208,53,12,10.87,31000,0.66149998,12,7,14,1,11,31,,121
0,0,0,2,46,12,,0,2119,51,8,7.1222,24135,0.72149998,10,7,7.5,1,3,24.135,,9
0,0,0,1,42,13,,0,2580,47,17,10.6592,31700,0.58149999,12,12,7.5,0,6,31.700001,,36
0,0,1,2,31,9,,0,1984,34,12,3.2762001,10190,0.79149997,3,3,14,0,4,10.19,,16
0,0,0,0,53,12,,0,1880,58,8,7.7521,21574,0.72149998,10,10,14,0,4,21.573999,,16
0,0,0,1,51,12,,0,2185,57,12,11.945,26680,0.62150002,3,3,7.5,1,9,26.68,,81
0,0,0,1,47,12,,0,2080,57,12,4.6153998,17700,0.75150001,7,9,11,1,10,17.700001,,100
0,0,0,1,50,12,,0,1920,50,12,13.021,29400,0.62150002,12,12,14,1,3,29.4,,9
0,0,0,1,37,6,,0,3000,52,5,2.6666999,22159,0.75150001,7,7,7.5,0,2,22.159,,4
0,0,2,2,30,12,,0,2100,31,12,8.8332996,35000,0.58149999,12,12,11,0,2,35,,4
0,0,0,0,49,12,,0,1690,39,12,2.3669,8630,0.79149997,16,16,5,1,0,8.6300001,,0
0,0,0,2,52,12,,0,2600,49,16,5,17080,0.75150001,7,0,14,1,8,17.08,,64
0,0,0,2,47,12,,0,1984,49,16,7.4597001,32500,0.72149998,10,7,14,1,6,32.5,,36
0,0,0,0,49,12,,0,2064,53,12,7.7519002,16000,0.72149998,7,7,11,1,15,16,,225
0,0,0,4,44,12,,0,2553,31,16,5.4053998,18850,0.75150001,12,10,14,1,15,18.85,,225
0,0,0,0,53,8,,0,2776,59,9,6.1238999,17500,0.69150001,9,9,9.5,1,9,17.5,,81
0,0,1,0,30,12,,0,2315,31,13,8.3368998,19392,0.69150001,7,12,14,0,8,19.392,,64
0,0,0,2,54,12,,0,1880,55,12,7.1276999,14450,0.72149998,7,10,7.5,1,18,14.45,,324
0,0,1,1,47,7,,0,2160,51,7,6.1204,21800,0.69150001,0,0,7.5,1,3,21.799999,,9
0,0,0,0,56,15,,0,900,56,12,3.1111,7700,0.75150001,7,7,14,1,10,7.6999998,,100
0,0,0,1,49,12,,0,2467,52,16,12.161,31800,0.58149999,7,7,11,0,6,31.799999,,36
0,0,0,0,48,6,,0,1820,55,12,5.3846002,17258,0.75150001,7,7,9.5,1,20,17.257999,,400
0,0,0,1,49,12,,0,2223,53,10,3.9837999,13399,0.75150001,10,12,9.5,0,8,13.399,,64
0,0,0,1,56,12,,0,2142,60,12,7.4696999,16073,0.72149998,12,16,11,0,3,16.073,,9
0,0,0,0,46,12,,0,1928,46,11,11.411,23260,0.66149998,7,7,7.5,1,4,23.26,,16
0,0,0,2,45,12,,0,2783,49,17,12.936,37300,0.55150002,12,12,14,1,13,37.299999,,169
0,0,0,2,32,12,,0,1960,35,12,5.6121998,11000,0.75150001,12,7,11,1,4,11,,16
0,0,1,1,43,12,,2.7,1920,41,12,6.8098998,13075,0.75150001,7,7,14,1,17,13.075,,289
0,0,1,1,34,12,,0,1587,39,12,8.5066004,13700,0.72149998,7,7,9.5,1,4,13.7,,16
0,0,1,1,30,12,,0,2496,51,10,5.5079999,25100,0.66149998,7,10,5,0,0,25.1,,0
0,0,2,0,38,17,,4.8000002,2280,39,12,7.2284999,18600,0.69150001,12,16,5,1,15,18.6,,225
0,0,1,1,33,16,,0,2750,36,17,9.4545002,29000,0.62150002,16,16,9.5,0,11,29,,121
0,0,0,0,52,12,,0,2115,55,12,8.9834995,19237,0.69150001,7,7,9.5,1,23,19.237,,529
0,0,0,3,43,11,,0,2590,45,12,5.9846001,19855,0.72149998,12,14,7.5,1,1,19.855,,1
0,0,1,1,33,12,,0,2372,34,12,3.9628999,9450,0.75150001,12,7,9.5,0,5,9.4499998,,25
0,0,0,0,45,10,,0,2295,48,12,7.0574999,30000,0.58149999,7,7,7.5,0,1,30,,1
0,0,2,1,36,10,,0,2096,38,12,7.1564999,15000,0.72149998,10,10,14,1,5,15,,25
0,0,1,1,34,12,,0,3315,39,17,4.0145001,24701,0.66149998,12,12,9.5,1,3,24.701,,9
0,0,0,2,37,14,,0,1777,50,16,3.8829,15900,0.72149998,10,14,11,0,3,15.9,,9
0,0,0,1,46,10,,0,1880,51,12,7.9787002,16240,0.72149998,7,7,11,0,19,16.24,,361
0,0,0,0,47,12,,0,2184,55,10,5.0366001,21100,0.75150001,12,12,9.5,1,20,21.1,,400
0,0,2,1,31,16,,0,3250,32,16,7.0769,23000,0.66149998,12,12,7.5,1,5,23,,25
0,0,0,0,57,5,,0,1520,58,5,3.6184001,6340,0.77149999,7,7,14,0,0,6.3400002,,0
0,0,1,1,30,12,,0,3119,30,13,13.466,42250,0.49149999,10,10,5,1,3,42.25,,9
0,0,0,0,30,12,,0,640,43,17,14.531,14694,0.72149998,12,10,11,1,3,14.694,,9
0,0,0,3,44,12,,0,2250,45,12,6.8000002,21417,0.72149998,12,12,9.5,1,7,21.417,,49
0,0,0,0,53,13,,0,3000,53,13,6.6666999,20200,0.66149998,7,12,7.5,1,7,20.200001,,49
0,0,0,0,51,8,,0,2028,54,8,5.9172001,12090,0.72149998,7,7,9.5,1,1,12.09,,1
0,0,1,3,39,12,,0,2412,36,14,10.24,24760,0.66149998,12,7,5,1,13,24.76,,169
0,0,0,0,52,8,,0,2452,54,12,8.1566,23000,0.69150001,7,3,3,0,0,23,,0
0,0,0,4,46,8,,0,2304,50,12,6.6774998,19365,0.72149998,3,3,11,1,0,19.365,,0
0,0,0,5,47,12,,0,3120,49,12,0.96149999,5550,0.94150001,7,7,3,0,12,5.5500002,,144
0,0,0,2,52,8,,0,1670,54,8,16.907,68035,0.44150001,7,3,7.5,1,0,68.035004,,0
0,0,0,2,45,12,,0,2137,46,15,13.57,29300,0.62150002,10,14,7.5,1,5,29.299999,,25
0,0,0,0,60,11,,0,2071,52,11,8.9329004,18500,0.69150001,7,7,7.5,1,45,18.5,,2025
0,0,0,2,41,13,,0,1960,54,7,4.7371998,22582,0.72149998,17,7,11,0,10,22.582001,,100
0,0,0,3,39,8,,0,2068,45,12,8.5106001,21500,0.72149998,7,7,7.5,1,2,21.5,,4
0,0,0,1,49,12,,0,2190,51,12,5.2511001,28070,0.75150001,7,7,7.5,0,3,28.07,,9
0,0,1,1,32,15,,0,2295,37,13,21.785999,50300,0.44150001,12,12,14,1,1,50.299999,,1
0,0,1,3,33,12,,0,2970,34,13,7.9124999,23500,0.66149998,12,12,14,1,5,23.5,,25
0,0,0,4,36,10,,0,2068,37,8,7.1083002,15500,0.75150001,7,9,14,0,10,15.5,,100
0,0,3,3,37,13,,0,2419,39,14,5.0433998,13440,0.77149999,7,0,5,0,4,13.44,,16
0,0,1,2,30,12,,0,2150,34,11,2.2442,8100,0.78149998,12,12,11,0,7,8.1000004,,49
0,0,1,1,44,11,,0,1152,37,10,8.5068998,9800,0.75150001,7,12,9.5,1,9,9.8000002,,81
0,0,0,1,48,12,,0,2640,49,12,7.5757999,20300,0.69150001,7,12,5,1,5,20.299999,,25
0,0,0,4,40,11,,0,2550,45,11,5.8824,15000,0.75150001,7,7,14,1,4,15,,16
0,0,0,0,47,13,,0,1360,49,16,40.441002,56100,0.44150001,9,9,5,1,11,56.099998,,121
0,0,0,2,36,12,,0,2420,40,12,6.2339001,22846,0.72149998,12,7,5,1,9,22.846001,,81
0,0,0,2,40,11,,0,2205,42,14,9.2971001,22225,0.69150001,7,12,5,1,4,22.225,,16
0,0,0,1,46,12,,0,3268,46,12,0.70380002,17635,0.94150001,12,7,7.5,1,2,17.635,,4
0,0,0,0,52,12,,0,3672,54,12,2.5425,18500,0.69150001,3,12,7.5,0,23,18.5,,529
0,0,0,1,44,12,,0,1800,45,12,5.0833001,13390,0.75150001,12,12,11,0,3,13.39,,9
0,0,0,1,45,10,,0,1926,46,14,7.6842999,15150,0.72149998,7,7,7.5,1,15,15.15,,225
0,0,2,1,30,7,,0,1920,35,7,4.0625,16200,0.78149998,7,3,7.5,0,8,16.200001,,64
0,0,1,3,40,12,,0,2080,44,12,6.5106001,33920,0.66149998,12,12,14,1,3,33.919998,,9
0,0,0,1,43,12,,0,2856,43,12,2.951,14000,0.72149998,7,12,7.5,0,25,14,,625
0,0,0,2,49,12,,0,2115,53,10,5.6738,16736,0.75150001,12,3,11,1,2,16.736,,4
0,0,1,4,46,12,,3.45,1880,48,12,12.766,30650,0.66149998,12,12,11,1,0,30.65,,0
0,0,0,0,52,11,,0,2000,52,12,6,12400,0.75150001,7,7,11,0,19,12.4,,361
0,0,1,1,31,12,,0,2044,33,15,9.2954998,19022,0.69150001,7,10,9.5,1,3,19.021999,,9
0,0,1,1,42,10,,0,1677,47,11,5.1324,11203,0.75150001,7,7,5,0,7,11.203,,49
0,0,0,3,33,11,,0,2184,38,8,9.0658998,19876,0.69150001,7,14,7.5,1,1,19.875999,,1
0,0,0,0,57,16,,0,3185,57,13,11.931,57000,0.44150001,7,12,14,1,9,57,,81
0,0,0,0,49,10,,0,2680,51,10,6.7164001,18290,0.69150001,10,10,11,1,3,18.290001,,9
0,0,0,1,45,14,,0,3615,47,14,4.5851002,20220,0.69150001,14,12,11,1,8,20.219999,,64
0,0,0,0,56,11,,0,2139,56,12,9.2566996,22150,0.69150001,7,7,14,1,0,22.15,,0
0,0,1,3,41,12,,0,3080,43,12,8.5656004,30623,0.62150002,10,10,7.5,1,5,30.622999,,25
0,0,0,0,56,5,,0,1261,53,6,6.7406998,9380,0.75150001,3,3,14,1,20,9.3800001,,400
0,0,0,1,48,10,,0,2227,48,10,9.8788004,22000,0.69150001,7,7,5,1,3,22,,9
0,0,0,2,52,16,,0,1920,53,16,9.375,23675,0.66149998,12,10,7.5,1,12,23.674999,,144
0,0,0,0,51,12,,0,2350,55,12,6.277,33671,0.72149998,7,7,14,1,5,33.671001,,25
0,0,0,3,35,11,,0,1785,39,10,6.4240999,12367,0.75150001,7,7,7.5,0,1,12.367,,1
0,0,0,0,45,12,,0,2598,51,12,8.3718004,21950,0.66149998,7,7,5,0,0,21.950001,,0
0,0,0,0,54,12,,0,2455,58,17,12.22,32000,0.58149999,7,7,9.5,1,7,32,,49
0,0,0,2,54,12,,0,2450,54,13,3.5611999,22610,0.72149998,10,10,9.5,1,13,22.610001,,169
0,0,1,0,31,12,,0,1218,32,8,8.8669996,12092,0.75150001,7,7,3,0,3,12.092,,9
0,0,0,3,53,6,,0,2040,54,4,1.8515,3777,0.94150001,7,7,11,0,0,3.777,,0
0,0,2,2,35,14,,0,2600,34,14,8.0768995,36000,0.55150002,16,14,3,0,2,36,,4
0,0,1,3,36,12,,0,2450,40,16,8.9796,26900,0.66149998,12,16,7.5,0,0,26.9,,0
0,0,0,0,59,12,,0,2717,60,12,6.6617999,32242,0.66149998,7,7,11,1,2,32.242001,,4
0,0,0,0,54,16,,0,2701,54,17,11.107,35020,0.58149999,16,17,5,1,1,35.02,,1
0,0,1,1,37,12,,0,2600,47,17,14.077,37600,0.55150002,7,7,9,1,10,37.599998,,100
0,0,0,0,44,12,,0,3640,54,10,0.41209999,1500,0.94150001,7,7,7.5,1,10,1.5,,100
0,0,1,2,34,17,,0,2940,40,16,23.809999,96000,0.44150001,12,12,5,1,1,96,,1
0,0,0,0,49,12,,0,1880,50,12,9.5745001,18150,0.69150001,7,7,11,0,3,18.15,,9
0,0,0,0,49,12,,0,3500,51,12,1.9286,15500,0.72149998,7,7,3,0,32,15.5,,1024
0,0,0,0,60,9,,0,3320,60,8,2.5783,14000,0.72149998,7,7,3,0,0,14,,0
0,0,0,0,51,12,,0,1605,55,12,7.2273998,14756,0.72149998,7,7,7.5,1,7,14.756,,49
0,0,1,1,30,12,,0,2500,30,14,8.8000002,22000,0.66149998,12,10,5,1,5,22,,25
0,0,0,2,47,12,,0,2400,49,9,7.75,24466,0.66149998,7,7,11,1,2,24.466,,4
0,0,0,4,36,12,,0,1634,45,17,14.688,24400,0.66149998,12,12,7.5,1,5,24.4,,25
0,0,1,3,35,12,,0,2260,38,12,10.487,24000,0.66149998,7,7,9.5,1,3,24,,9
0,0,0,0,58,12,,0,3478,53,12,4.0253,15500,0.72149998,12,9,11,0,25,15.5,,625
0,0,1,3,41,14,,0,2550,42,16,11.765,30800,0.62150002,14,12,7.5,0,0,30.799999,,0
0,0,0,1,51,10,,0,840,52,8,9.5237999,10660,0.75150001,7,7,14,1,3,10.66,,9
0,0,0,0,47,12,,0,1520,52,12,6.9078999,13350,0.72149998,7,7,11,0,10,13.35,,100
0,0,1,2,45,9,,0,1920,35,9,5.151,10090,0.75150001,12,3,11,0,10,10.09,,100
0,0,0,0,60,14,,0,2703,55,17,20.496,55600,0.44150001,16,14,14,1,7,55.599998,,49
0,0,1,1,30,16,,2,1896,46,16,13.555,25700,0.66149998,12,12,9.5,1,5,25.700001,,25
0,0,0,0,55,11,,0,1960,57,13,14.796,29000,0.58149999,7,3,5,1,15,29,,225
0,0,1,2,32,12,,0,3060,50,8,1.6905,7286,0.78149998,10,7,3,0,1,7.2859998,,1
0,0,0,2,36,12,,0,2805,38,12,7.2296,37752,0.52149999,7,7,3,0,5,37.751999,,25
0,0,0,0,55,12,,0,1944,53,7,4.1152,13072,0.75150001,3,3,14,0,9,13.072,,81
0,0,0,0,47,12,,0,1960,47,12,2.9990001,7044,0.77149999,3,3,14,0,18,7.0440001,,324
0,0,0,1,47,12,,0,2112,52,8,8.0492001,18200,0.69150001,7,7,14,1,1,18.200001,,1
0,0,0,1,37,11,,0,2544,39,12,8.5769997,27000,0.62150002,12,7,3,0,0,27,,0
